Timestamp,FewShot_Count,Original_Individual,Original_Accuracy,Shuffled_Individual,Shuffled_Accuracy
2026-03-09 08:05:20.216761,3,"[58, 542, 561]",0.8380952380952381,"[58, 561, 542]",0.819047619047619
2026-03-09 08:05:22.810204,2,"[149, 704]",0.7904761904761904,"[704, 149]",0.8476190476190476
2026-03-09 08:05:22.996726,16,"[5, 28, 63, 138, 150, 223, 266, 285, 347, 384, 440, 480, 520, 608, 610, 611]",0.8095238095238095,"[520, 28, 150, 384, 223, 347, 63, 611, 285, 608, 5, 610, 440, 480, 138, 266]",0.8
2026-03-09 08:05:23.631187,10,"[218, 254, 350, 595, 687, 702, 705, 795, 815, 831]",0.8380952380952381,"[254, 702, 831, 815, 595, 350, 705, 795, 218, 687]",0.819047619047619
2026-03-09 08:05:24.280231,4,"[231, 326, 600, 676]",0.8285714285714286,"[600, 676, 326, 231]",0.8095238095238095
2026-03-09 08:05:24.446034,8,"[118, 209, 230, 273, 338, 439, 603, 618]",0.8285714285714286,"[118, 273, 338, 209, 439, 230, 603, 618]",0.819047619047619
2026-03-09 08:05:25.223053,6,"[114, 155, 249, 408, 502, 587]",0.819047619047619,"[114, 408, 587, 155, 249, 502]",0.8380952380952381
2026-03-09 08:05:26.157521,24,"[7, 50, 70, 101, 117, 151, 201, 282, 323, 339, 368, 379, 419, 428, 430, 459, 512, 618, 624, 637, 662, 742, 790, 812]",0.8380952380952381,"[368, 117, 419, 7, 512, 742, 624, 201, 379, 151, 50, 637, 618, 662, 812, 459, 101, 323, 790, 430, 282, 428, 339, 70]",0.819047619047619
2026-03-09 08:05:26.640890,12,"[23, 53, 68, 121, 168, 249, 355, 367, 436, 574, 589, 831]",0.8380952380952381,"[23, 831, 574, 249, 53, 355, 121, 589, 168, 436, 367, 68]",0.780952380952381
2026-03-09 08:05:28.527236,20,"[43, 81, 130, 156, 159, 168, 214, 253, 281, 309, 320, 350, 368, 458, 513, 558, 630, 697, 753, 773]",0.8666666666666667,"[214, 558, 156, 630, 81, 368, 458, 43, 309, 350, 281, 697, 773, 320, 159, 513, 253, 130, 168, 753]",0.8285714285714286
2026-03-09 08:05:31.648844,32,"[39, 44, 48, 82, 100, 114, 119, 128, 182, 242, 291, 315, 317, 320, 337, 380, 462, 464, 468, 479, 486, 537, 539, 551, 602, 613, 667, 674, 684, 696, 725, 822]",0.7714285714285715,"[486, 464, 320, 684, 100, 44, 822, 551, 48, 317, 468, 602, 39, 674, 380, 479, 725, 667, 537, 182, 462, 539, 337, 696, 315, 119, 114, 242, 613, 82, 291, 128]",0.819047619047619
2026-03-09 08:06:25.020177,3,"[58, 542, 561]",0.8380952380952381,"[561, 542, 58]",0.8285714285714286
2026-03-09 08:06:26.558288,10,"[218, 254, 350, 595, 687, 702, 705, 795, 815, 831]",0.8380952380952381,"[831, 254, 815, 687, 218, 795, 595, 702, 350, 705]",0.8476190476190476
2026-03-09 08:06:28.009328,8,"[118, 209, 230, 273, 338, 439, 603, 618]",0.8285714285714286,"[273, 603, 618, 209, 230, 338, 118, 439]",0.7904761904761904
2026-03-09 08:06:31.077321,16,"[5, 28, 63, 138, 150, 223, 266, 285, 347, 384, 440, 480, 520, 608, 610, 611]",0.8095238095238095,"[347, 223, 480, 63, 266, 150, 610, 520, 440, 138, 285, 5, 28, 611, 608, 384]",0.8571428571428571
2026-03-09 08:06:31.255569,6,"[114, 155, 249, 408, 502, 587]",0.819047619047619,"[587, 249, 114, 408, 155, 502]",0.8571428571428571
2026-03-09 08:06:32.198223,12,"[23, 53, 68, 121, 168, 249, 355, 367, 436, 574, 589, 831]",0.8380952380952381,"[249, 53, 589, 68, 355, 574, 168, 436, 367, 23, 831, 121]",0.7904761904761904
2026-03-09 08:06:34.245372,4,"[231, 326, 600, 676]",0.8285714285714286,"[676, 231, 600, 326]",0.8285714285714286
2026-03-09 08:06:36.641754,24,"[7, 50, 70, 101, 117, 151, 201, 282, 323, 339, 368, 379, 419, 428, 430, 459, 512, 618, 624, 637, 662, 742, 790, 812]",0.8380952380952381,"[512, 459, 618, 637, 323, 70, 428, 151, 742, 50, 812, 101, 790, 282, 339, 368, 624, 430, 201, 662, 7, 379, 117, 419]",0.8095238095238095
2026-03-09 08:06:38.937280,20,"[43, 81, 130, 156, 159, 168, 214, 253, 281, 309, 320, 350, 368, 458, 513, 558, 630, 697, 753, 773]",0.8666666666666667,"[309, 753, 368, 214, 130, 458, 159, 697, 253, 281, 773, 81, 513, 156, 350, 168, 320, 43, 630, 558]",0.8571428571428571
2026-03-09 08:06:45.495039,32,"[39, 44, 48, 82, 100, 114, 119, 128, 182, 242, 291, 315, 317, 320, 337, 380, 462, 464, 468, 479, 486, 537, 539, 551, 602, 613, 667, 674, 684, 696, 725, 822]",0.7714285714285715,"[684, 822, 539, 100, 551, 380, 479, 182, 317, 48, 337, 128, 242, 315, 486, 82, 667, 696, 602, 291, 613, 44, 468, 114, 725, 119, 464, 39, 320, 674, 537, 462]",0.8476190476190476
2026-03-09 08:07:32.095039,10,"[218, 254, 350, 595, 687, 702, 705, 795, 815, 831]",0.8380952380952381,"[350, 687, 705, 831, 702, 254, 815, 595, 218, 795]",0.8285714285714286
2026-03-09 08:07:32.283069,3,"[58, 542, 561]",0.8380952380952381,"[561, 58, 542]",0.8571428571428571
2026-03-09 08:07:35.542400,6,"[114, 155, 249, 408, 502, 587]",0.819047619047619,"[155, 502, 249, 408, 114, 587]",0.8285714285714286
2026-03-09 08:07:35.983306,8,"[118, 209, 230, 273, 338, 439, 603, 618]",0.8285714285714286,"[209, 273, 439, 338, 603, 118, 618, 230]",0.780952380952381
2026-03-09 08:07:38.253572,16,"[5, 28, 63, 138, 150, 223, 266, 285, 347, 384, 440, 480, 520, 608, 610, 611]",0.8095238095238095,"[440, 384, 608, 223, 347, 266, 285, 28, 138, 520, 480, 610, 63, 5, 611, 150]",0.8285714285714286
2026-03-09 08:07:40.996313,4,"[231, 326, 600, 676]",0.8285714285714286,"[326, 600, 676, 231]",0.8
2026-03-09 08:07:40.996463,12,"[23, 53, 68, 121, 168, 249, 355, 367, 436, 574, 589, 831]",0.8380952380952381,"[367, 23, 589, 121, 831, 574, 249, 53, 68, 436, 168, 355]",0.8571428571428571
